,category,index,label,high_conf,high_prec,high_recall,med_conf,med_prec,med_recall,low_conf,low_prec,low_recall
0,type,0,sedan,10.648783683776855,0.9029080271720886,0.9635828137397766,7.013152122497559,0.8015209436416626,0.983936071395874,4.589400768280029,0.713819146156311,0.992682933807373
1,type,1,suv,12.094040870666504,0.811630368232727,0.9044762849807739,8.657036781311035,0.7172948718070984,0.9464598894119263,5.792868614196777,0.6068485379219055,0.9695728421211243
2,type,2,van,9.818953514099121,0.8057593107223511,0.9084226489067078,8.65992546081543,0.7323428988456726,0.9209800958633423,6.921382427215576,0.6042896509170532,0.9405819177627563
3,type,3,pickup truck,11.163907051086426,0.9043307304382324,0.9406224489212036,9.176885604858398,0.8364418745040894,0.954954981803894,7.189864158630371,0.7078449130058289,0.9643734693527222
4,type,4,motorcycle,11.905304908752441,0.9119814038276672,0.9385474920272827,9.191224098205566,0.8196223974227905,0.9700718522071838,6.929489612579346,0.7174482941627502,0.9828411936759949
5,type,5,bus,9.9602689743042,0.9101886749267578,0.9533596634864807,8.462812423706055,0.823371410369873,0.9691699743270874,6.965356826782227,0.7176060676574707,0.9762845635414124
6,type,6,big truck,10.1791353225708,0.9067668914794922,0.931034505367279,7.921549320220947,0.8024210929870605,0.9552238583564758,6.566997051239014,0.7082548141479492,0.9670612215995789
7,type,7,bicycle,14.794261932373047,0.8236532211303711,0.8188284635543823,13.122605323791504,0.7245346903800964,0.895815908908844,11.450947761535645,0.6157649159431458,0.9380753040313721
8,type,8,no-vehicle,12.667624473571777,0.9008970260620117,0.9313313961029053,10.030973434448242,0.8034639954566956,0.9730625152587891,7.921653747558594,0.7203157544136047,0.9871936440467834
9,type,9,forklift,8.93475341796875,0.9017074108123779,0.9799398183822632,7.286053657531738,0.815582275390625,0.9869608879089355,6.0495285987854,0.7126892805099487,0.991474449634552
10,type,10,minivan,15.495259284973145,0.823798656463623,0.6798866987228394,13.89533805847168,0.7321911454200745,0.7667611241340637,12.295416831970215,0.6222537159919739,0.829084038734436
11,type,11,crossover,-0.6501764059066772,0.0,0.0,-0.6501764059066772,0.0,0.0,-0.6501764059066772,0.0,0.0
13,type,12,tractor,11.164968490600586,0.818965494632721,0.6418918967247009,10.508312225341797,0.7481481432914734,0.6824324131011963,9.523327827453613,0.6256983280181885,0.7567567825317383
12,type,13,golf cart,11.81081485748291,0.9259259104728699,0.7758620977401733,10.4673490524292,0.8100000023841858,0.8379310369491577,10.019526481628418,0.7477203607559204,0.8482758402824402
0,make,0,Acura,-1.0308765172958374,0.0,0.0,-1.0308765172958374,0.0,0.0,-1.0308765172958374,0.0,0.0
1,make,1,Alfa Romeo,15.416763305664062,0.7580645084381104,0.4159291982650757,14.38280963897705,0.6421052813529968,0.5398229956626892,13.348855972290039,0.5263158082962036,0.6194690465927124
2,make,2,Audi,14.168365478515625,0.7764227390289307,0.7234848737716675,11.594169616699219,0.6049723625183105,0.8295454382896423,10.564491271972656,0.5377358198165894,0.8636363744735718
