benchmark,tracker,tracker_year,preferred_detector,detector_id,detector,FPS,target_fps,avg_ms_per_frame,sequence_count,HOTA,DetA,AssA,MOTA,IDF1,IDCons,IDSW,Frag,MT,ML,run_id,evaluated_at,experiment_dir
trafficmot,fasttracker,2025,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,6.7030,27,0.5622359457245217,0.39636672686715907,0.8226001048000127,0.4061090610906109,0.6466224366706875,0.9911457968320713,16.0,186.0,315.0,253.0,trafficmot_fasttracker_yolov8_fps10_20260817_083521,2026-08-17T05:54:37.425837+00:00,/media/7TBSSD/data/tracking/experiments/trafficmot_fasttracker_yolov8_fps10_20260817_083521
trafficmot,ocsort,2023,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,3.7882,27,0.5808594391954303,0.4066990296403028,0.855146654501988,0.4411131611316113,0.6598624772594123,0.990335615530168,20.0,237.0,332.0,257.0,trafficmot_ocsort_yolov8_fps10_20260817_083521,2026-08-17T05:54:36.223960+00:00,/media/7TBSSD/data/tracking/experiments/trafficmot_ocsort_yolov8_fps10_20260817_083521
trafficmot,hybridsort,2024,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,5.9805,27,0.5812807352022696,0.4061438392353886,0.8575497240792513,0.44121566215662156,0.6606602900339401,0.990249588062962,15.0,234.0,333.0,259.0,trafficmot_hybridsort_yolov8_fps10_20260817_083521,2026-08-17T05:54:43.180277+00:00,/media/7TBSSD/data/tracking/experiments/trafficmot_hybridsort_yolov8_fps10_20260817_083521
trafficmot,analytics_bytetrack,2022,YOLO,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,3.1388,27,0.592705864706566,0.42311891198115176,0.8577506746353601,0.4539770397703977,0.6787260081788603,0.9872951461135173,41.0,275.0,356.0,226.0,trafficmot_analytics_bytetrack_yolov8_fps10_20260817_083521,2026-08-17T05:54:41.892751+00:00,/media/7TBSSD/data/tracking/experiments/trafficmot_analytics_bytetrack_yolov8_fps10_20260817_083521
trafficmot,analytics_bytetrack_plus,2022,YOLO,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,4.4357,27,0.5925896566493236,0.42289569685431233,0.8580046228096575,0.45407954079540797,0.6788475891924168,0.9865045380298236,39.0,277.0,356.0,226.0,trafficmot_analytics_bytetrack_plus_yolov8_fps10_20260817_083521,2026-08-17T05:54:47.599448+00:00,/media/7TBSSD/data/tracking/experiments/trafficmot_analytics_bytetrack_plus_yolov8_fps10_20260817_083521
trafficmot,botsort,2022,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,2.8174,27,0.5570091677943653,0.3715024496667887,0.8591120495171938,0.4083128331283313,0.6242363512945663,0.9885298373860466,42.0,140.0,313.0,306.0,trafficmot_botsort_yolov8_fps10_20260817_083521,2026-08-17T05:54:47.564132+00:00,/media/7TBSSD/data/tracking/experiments/trafficmot_botsort_yolov8_fps10_20260817_083521
cityflow,fasttracker,2025,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,1.5514,36,0.2589064288022815,0.13070420984394024,0.5427161108881657,-3.0297290535270136,0.3015003162555345,0.9871439572095672,42.0,579.0,473.0,102.0,cityflow_fasttracker_yolov8_fps10_20260817_083521,2026-08-17T05:56:02.473885+00:00,/media/7TBSSD/data/tracking/experiments/cityflow_fasttracker_yolov8_fps10_20260817_083521
cityflow,ocsort,2023,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,2.0861,36,0.27228528233117255,0.13832084629203867,0.5572769734544982,-2.89444714262587,0.32059612276637905,0.9824663960132848,85.0,628.0,724.0,4.0,cityflow_ocsort_yolov8_fps10_20260817_083521,2026-08-17T05:56:19.858461+00:00,/media/7TBSSD/data/tracking/experiments/cityflow_ocsort_yolov8_fps10_20260817_083521
cityflow,hybridsort,2024,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,3.2284,36,0.2734226998834641,0.1384177518725368,0.5627072419064768,-2.8856461653936156,0.3218183944158901,0.9823168481358142,72.0,624.0,722.0,5.0,cityflow_hybridsort_yolov8_fps10_20260817_083521,2026-08-17T05:58:15.386482+00:00,/media/7TBSSD/data/tracking/experiments/cityflow_hybridsort_yolov8_fps10_20260817_083521
cityflow,analytics_bytetrack,2022,YOLO,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,2.0926,36,0.26375316926228204,0.13700191101611628,0.5281284850317458,-2.9649874166629875,0.31710953565049455,0.990250988066065,49.0,589.0,766.0,4.0,cityflow_analytics_bytetrack_yolov8_fps10_20260817_083521,2026-08-17T05:57:35.403501+00:00,/media/7TBSSD/data/tracking/experiments/cityflow_analytics_bytetrack_yolov8_fps10_20260817_083521
cityflow,analytics_bytetrack_plus,2022,YOLO,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,3.5201,36,0.26624612347898596,0.13685693507715832,0.5387841426306332,-2.9620439460167485,0.3171395083248182,0.9852420412441979,77.0,614.0,751.0,4.0,cityflow_analytics_bytetrack_plus_yolov8_fps10_20260817_083521,2026-08-17T05:58:40.303647+00:00,/media/7TBSSD/data/tracking/experiments/cityflow_analytics_bytetrack_plus_yolov8_fps10_20260817_083521
cityflow,botsort,2022,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,1.4273,36,0.28148780133519186,0.15013061087650295,0.5491853180285109,-2.376337439474885,0.3468084926479914,0.9827867371897702,91.0,496.0,736.0,11.0,cityflow_botsort_yolov8_fps10_20260817_083521,2026-08-17T05:57:36.890095+00:00,/media/7TBSSD/data/tracking/experiments/cityflow_botsort_yolov8_fps10_20260817_083521
lumana_benchmark,fasttracker,2025,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,1.3427,24,0.7587219497180352,0.7279995102595724,0.8003401896182237,0.7931270092942176,0.8030941055561114,0.8994605100781469,258.0,616.0,299.0,74.0,lumana_benchmark_fasttracker_yolov8_fps10_20260817_083521,2026-08-17T05:57:10.826061+00:00,/media/7TBSSD/data/tracking/experiments/lumana_benchmark_fasttracker_yolov8_fps10_20260817_083521
lumana_benchmark,ocsort,2023,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,1.8270,24,0.7830047244972774,0.7536177501442842,0.8203270326558174,0.8116103261298037,0.828795917243405,0.9173132431871814,196.0,805.0,275.0,66.0,lumana_benchmark_ocsort_yolov8_fps10_20260817_083521,2026-08-17T05:57:54.220320+00:00,/media/7TBSSD/data/tracking/experiments/lumana_benchmark_ocsort_yolov8_fps10_20260817_083521
lumana_benchmark,hybridsort,2024,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,2.5342,24,0.7848758960124729,0.7532043210148859,0.8246616106027637,0.8111110137792689,0.8310215187197235,0.9244693878070066,189.0,788.0,269.0,70.0,lumana_benchmark_hybridsort_yolov8_fps10_20260817_083521,2026-08-17T05:58:10.271157+00:00,/media/7TBSSD/data/tracking/experiments/lumana_benchmark_hybridsort_yolov8_fps10_20260817_083521
lumana_benchmark,analytics_bytetrack,2022,YOLO,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,1.5047,24,0.7767158460363586,0.7485313358716226,0.8125078304759108,0.8029292991231375,0.823235102816831,0.9217015988588473,230.0,862.0,322.0,47.0,lumana_benchmark_analytics_bytetrack_yolov8_fps10_20260817_083521,2026-08-17T05:58:13.677911+00:00,/media/7TBSSD/data/tracking/experiments/lumana_benchmark_analytics_bytetrack_yolov8_fps10_20260817_083521
lumana_benchmark,analytics_bytetrack_plus,2022,YOLO,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,2.5928,24,0.7991196011152287,0.7459895822017524,0.8629581306134935,0.7987333234054854,0.8560777307860581,0.9386157755968557,236.0,877.0,315.0,47.0,lumana_benchmark_analytics_bytetrack_plus_yolov8_fps10_20260817_083521,2026-08-17T05:58:30.466677+00:00,/media/7TBSSD/data/tracking/experiments/lumana_benchmark_analytics_bytetrack_plus_yolov8_fps10_20260817_083521
lumana_benchmark,botsort,2022,YOLOX,yolov8m-expert_eff-1_2_imgsz1280_conf0.25_vehicles,yolov8,10,10.0,1.2010,24,0.7514111696965301,0.706076415252527,0.8066955660686957,0.7613812556391636,0.7835469105318121,0.8971583394765016,234.0,593.0,279.0,92.0,lumana_benchmark_botsort_yolov8_fps10_20260817_083521,2026-08-17T05:58:26.635516+00:00,/media/7TBSSD/data/tracking/experiments/lumana_benchmark_botsort_yolov8_fps10_20260817_083521
