index,label,negative_label,category,type,high_conf,low_conf,calibrated,undefined_index
63,multi_person,single_person,multi_person,binary,0.5545688271522522,0.5,1,-1
64,unknown,,upperbodyColor,undefined,0.5999886989593506,0.5,1,-1
65,unknown,,lowerbodyColor,undefined,0.5960478186607361,0.5,1,-1
66,unknown,,hairColor,undefined,0.5,0.5,1,-1
67,unknown,,footwearColor,undefined,0.5,0.5,1,-1
68,unknown,,genderType,undefined,0.7272085547447205,0.5,1,-1
69,unknown,,ageType,undefined,0.6549777984619141,0.5,1,-1
70,unknown,,accessoryType,undefined,0.5758641958236694,0.5,1,-1
71,unknown,,accessoryType,undefined,0.5,0.5,1,-1
72,unknown,,carryingType,undefined,0.7000734806060791,0.5,1,-1
73,unknown,,carryingType,undefined,0.5563838481903076,0.5,1,-1
74,unknown,,upperbodyType,undefined,0.5903207659721375,0.5,1,-1
75,failure,success,globalType,binary,0.5,0.5,1,-1
76,unknown,,upperbodyType,undefined,0.6559958457946777,0.5,1,-1
77,unknown,,upperbodyType,undefined,0.6721903681755066,0.5,1,-1
78,unknown,,lowerbodyType,undefined,0.6486180424690247,0.5,1,-1
79,unknown,,lowerbodyType,undefined,0.5,0.5,1,-1
80,unknown,,poseType,undefined,0.6085455417633057,0.5,1,-1
