index,label,negative_label,category,type,high_conf,low_conf,calibrated,undefined_index
64,unknown,,upperbodyColor,undefined,0.6418563723564148,0.5,1,-1
65,unknown,,lowerbodyColor,undefined,0.6487964391708374,0.5,1,-1
66,unknown,,hairColor,undefined,0.5,0.5,1,-1
67,unknown,,footwearColor,undefined,0.5,0.5,1,-1
68,unknown,,genderType,undefined,0.7018371820449829,0.5,1,-1
69,unknown,,ageType,undefined,0.6293601393699646,0.5,1,-1
70,unknown,,accessoryType,undefined,0.5906599164009094,0.5,1,-1
71,unknown,,accessoryType,undefined,0.5,0.5,1,-1
72,unknown,,carryingType,undefined,0.7188118696212769,0.5,1,-1
73,unknown,,carryingType,undefined,0.5666773915290833,0.5,1,-1
74,unknown,,upperbodyType,undefined,0.6590080857276917,0.5,1,-1
75,failure,success,globalType,binary,0.5,0.5,1,-1
76,unknown,,upperbodyType,undefined,0.6875989437103271,0.5,1,-1
77,unknown,,upperbodyType,undefined,0.7285009622573853,0.5,1,-1
78,unknown,,lowerbodyType,undefined,0.6867824792861938,0.5,1,-1
79,unknown,,lowerbodyType,undefined,0.5,0.5,1,-1
80,unknown,,poseType,undefined,0.7807489037513733,0.5,1,-1
